Project,Scenario,Dollar_year,Weather_year,Start_day,country
Cambium_2022,MidCase,2021$,2012,Sunday,usa
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Geography,Time,Time,Time,Load,Load,Transmission,Transmission,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation
MROEc,CT,2028,13,1628711.1,1505833.4,1521231.8,1847473.4,0.0378,0.0593,0.79,0.85,98.3,4.4,0.59,11.6,435.5,0.09,98.6,24.6,123.2,84.5,5.4,0.75,8.8,323.9,0.08,84.9,18.5,103.4,73.5,2.0,0.24,8.3,361.7,0.04,73.6,19.1,92.7,581.4,49.6,7.1,35.3,1787.7,0.33,584.8,88.7,673.4,19.79,9.04,0.0,28.83,21.31,10.16,0.0,31.47,1955595.0
MROEc,CT,2028,14,1617361.7,1505475.6,1578090.4,1890497.6,0.0378,0.0594,0.78,0.85,104.9,4.8,0.63,12.2,462.5,0.09,105.2,26.0,131.2,89.4,5.9,0.82,9.1,337.3,0.08,89.8,19.2,109.0,78.1,2.1,0.24,8.8,386.2,0.04,78.2,20.3,98.5,585.2,48.4,6.93,37.0,1828.2,0.34,588.5,91.5,680.0,20.56,11.59,0.0,32.16,22.15,12.93,0.0,35.08,1930169.8
MROEc,CT,2028,15,1606901.0,1517123.8,1598682.6,1823800.6,0.038,0.0598,0.73,0.82,127.1,5.9,0.79,14.4,555.9,0.1,127.5,31.0,158.5,107.3,7.4,1.03,10.4,395.5,0.1,107.8,22.2,130.0,115.9,3.2,0.38,13.0,571.6,0.06,116.1,30.0,146.1,693.6,60.5,8.74,41.4,2026.0,0.43,697.8,101.9,799.7,23.16,17.46,0.0,40.61,24.83,19.15,0.0,43.98,1831483.8
MROEc,CT,2028,16,1626701.8,1546726.9,1507114.8,1612949.8,0.0383,0.0608,0.67,0.78,159.8,7.3,0.97,17.8,700.7,0.12,160.3,38.7,199.0,133.2,8.8,1.23,13.0,499.3,0.12,133.8,27.9,161.7,163.0,4.3,0.5,18.3,810.7,0.08,163.3,42.5,205.8,706.0,49.7,7.12,52.9,2385.5,0.45,709.4,124.1,833.5,28.93,33.86,0.0,62.79,30.88,36.8,0.0,67.69,1732150.6
MROEc,CT,2028,17,1646179.2,1568793.6,1339499.2,1297007.5,0.0384,0.0613,0.6,0.74,193.7,8.6,1.14,21.5,855.1,0.15,194.3,47.0,241.3,159.1,9.9,1.38,15.8,611.7,0.14,159.7,34.0,193.8,212.0,5.6,0.65,23.8,1052.8,0.1,212.4,55.2,267.6,772.6,38.5,5.67,75.5,2830.7,0.67,775.3,160.1,935.4,42.56,75.13,0.0,117.68,45.45,81.45,0.0,126.9,1602956.2
MROEc,CT,2028,18,1624382.2,1550564.7,1224536.5,1033690.2,0.038,0.0602,0.56,0.71,212.8,9.5,1.25,23.6,939.3,0.16,213.4,51.7,265.1,171.9,10.6,1.47,17.1,665.0,0.15,172.6,37.0,209.6,248.4,6.1,0.69,28.3,1249.8,0.12,248.8,65.6,314.4,739.5,38.4,5.62,70.6,2692.4,0.62,742.2,151.0,893.2,35.81,68.95,0.0,104.76,38.17,74.66,0.0,112.84,1432930.5
MROEc,CT,2028,19,1577982.8,1505636.6,1337027.9,1117152.0,0.0373,0.0583,0.56,0.73,208.0,9.5,1.26,23.1,914.2,0.16,208.7,50.4,259.1,161.7,10.6,1.47,15.8,609.6,0.14,162.4,34.0,196.4,247.3,6.0,0.67,28.2,1247.2,0.11,247.6,65.4,313.1,714.5,51.6,7.38,51.9,2401.6,0.43,718.0,123.6,841.6,27.98,31.92,0.0,59.9,29.76,34.51,0.0,64.27,1357254.8
MROEc,CT,2028,20,1501917.7,1432543.4,1432694.9,1214603.8,0.0363,0.0554,0.57,0.75,202.3,9.2,1.22,22.7,891.7,0.16,202.9,49.4,252.2,149.7,10.2,1.42,14.5,554.5,0.13,150.4,31.1,181.4,243.2,5.8,0.66,27.9,1229.7,0.11,243.5,64.5,308.1,715.7,56.6,8.18,48.2,2220.5,0.46,719.6,114.5,834.1,25.57,14.06,0.0,39.63,27.12,15.14,0.0,42.26,1283158.0
MROEc,CT,2028,21,1395760.2,1329998.4,1489186.6,1268277.5,0.0349,0.0513,0.57,0.77,199.1,8.8,1.16,23.0,887.2,0.16,199.6,49.5,249.1,138.1,9.4,1.32,13.7,511.4,0.13,138.8,29.0,167.8,263.6,7.4,0.88,29.2,1298.8,0.12,264.0,68.0,332.0,647.8,54.4,7.81,40.4,1982.6,0.39,651.6,99.6,751.2,22.95,4.0,0.0,26.95,24.25,4.29,0.0,28.54,1174578.5
MROEc,CT,2028,22,1312354.2,1233376.9,1514919.5,1281640.5,0.0337,0.0475,0.59,0.79,184.2,7.7,1.01,22.2,834.8,0.16,184.7,47.1,231.9,122.4,8.1,1.13,12.8,461.0,0.12,123.0,26.5,149.5,281.7,8.3,1.0,30.9,1377.1,0.13,282.2,72.0,354.3,568.5,47.8,6.82,35.2,1779.9,0.32,571.8,88.3,660.1,20.06,0.0,0.0,20.06,21.26,0.0,0.0,21.26,1079023.0
MROEc,CT,2028,23,1247974.6,1163671.2,1488033.0,1248216.4,0.0329,0.0447,0.62,0.81,171.1,6.9,0.9,21.3,784.3,0.16,171.5,44.8,216.3,111.7,7.3,1.01,12.1,426.2,0.12,112.2,24.9,137.1,280.7,7.7,0.9,31.4,1391.3,0.13,281.2,72.9,354.1,546.3,49.8,7.13,30.2,1604.3,0.3,549.7,78.1,627.8,17.48,0.0,0.0,17.48,18.52,0.0,0.0,18.52,1008862.4
MROEc,CT,2030,0,1239074.1,1133996.2,1535473.8,1191956.5,0.0323,0.0424,0.7,0.87,133.5,5.6,0.72,17.0,610.5,0.14,133.9,35.2,169.1,77.9,5.2,0.73,8.7,295.0,0.1,78.2,17.5,95.7,246.9,9.3,1.19,25.4,1142.1,0.12,247.5,59.5,306.9,415.2,33.5,4.75,26.7,1360.1,0.22,417.5,67.3,484.9,14.42,0.0,0.0,14.42,15.32,0.0,0.0,15.32,896475.8
MROEc,CT,2030,1,1214330.4,1106578.4,1523330.2,1189012.0,0.032,0.0413,0.71,0.87,130.7,5.4,0.7,16.8,600.7,0.14,131.0,34.7,165.8,75.4,5.0,0.7,8.5,287.1,0.09,75.7,17.1,92.8,245.4,9.3,1.18,25.2,1134.5,0.12,245.9,59.1,305.0,416.2,34.9,4.96,25.6,1322.9,0.22,418.6,65.1,483.7,13.91,0.0,0.0,13.91,14.76,0.0,0.0,14.76,881038.4
MROEc,CT,2030,2,1205404.8,1100050.2,1497424.8,1165275.2,0.0319,0.041,0.71,0.87,129.9,5.3,0.69,16.7,596.7,0.14,130.2,34.6,164.8,74.8,4.9,0.69,8.6,286.1,0.09,75.2,17.1,92.3,247.3,9.2,1.18,25.5,1146.2,0.12,247.9,59.7,307.6,433.0,38.2,5.45,25.0,1316.2,0.23,435.6,64.3,499.9,13.89,0.0,0.0,13.89,14.71,0.0,0.0,14.71,874338.5
MROEc,CT,2030,3,1218494.2,1126600.8,1490253.4,1152520.9,0.0322,0.042,0.7,0.87,132.8,5.5,0.71,17.0,610.0,0.14,133.1,35.2,168.3,76.2,5.0,0.7,8.7,291.3,0.1,76.6,17.4,93.9,251.0,9.3,1.18,26.0,1165.5,0.12,251.6,60.7,312.3,442.7,39.2,5.6,25.4,1339.8,0.23,445.4,65.4,510.8,14.11,0.0,0.0,14.11,14.93,0.0,0.0,14.93,881813.3
MROEc,CT,2030,4,1268063.0,1189686.3,1461549.5,1132244.2,0.0328,0.0444,0.71,0.86,132.0,5.6,0.73,16.5,600.9,0.14,132.4,34.5,166.9,78.2,5.2,0.72,8.8,298.5,0.1,78.6,17.7,96.2,238.0,8.9,1.13,24.5,1102.5,0.11,238.6,57.4,296.0,432.5,36.3,5.17,26.5,1371.8,0.23,435.0,67.5,502.5,14.68,0.0,0.0,14.68,15.55,0.0,0.0,15.55,939962.0
MROEc,CT,2030,5,1375475.1,1283086.1,1433070.6,1171690.2,0.0339,0.0481,0.75,0.87,112.4,4.8,0.63,14.0,508.7,0.12,112.7,29.2,141.8,72.2,4.6,0.64,8.2,280.5,0.09,72.5,16.6,89.1,192.0,7.2,0.92,19.8,887.1,0.09,192.4,46.2,238.7,419.2,33.3,4.71,27.5,1390.3,0.22,421.5,69.0,490.5,15.07,0.0,0.0,15.07,15.94,0.0,0.0,15.94,1115112.6
MROEc,CT,2030,6,1482625.5,1369913.1,1427602.6,1319104.8,0.0349,0.0515,0.81,0.89,87.5,3.8,0.5,11.0,395.8,0.09,87.7,22.8,110.5,63.5,4.0,0.55,7.3,248.9,0.08,63.7,14.8,78.5,154.7,5.7,0.72,16.0,718.3,0.07,155.1,37.4,192.5,428.0,36.3,5.16,26.3,1347.0,0.23,430.5,66.5,497.0,14.65,0.0,0.0,14.65,15.55,0.0,0.0,15.55,1374568.2
MROEc,CT,2030,7,1563675.9,1429806.6,1452977.5,1490675.8,0.0357,0.0539,0.85,0.9,69.4,2.9,0.38,8.9,316.0,0.08,69.6,18.3,87.9,54.5,3.3,0.46,6.4,216.1,0.07,54.7,12.8,67.5,112.7,3.8,0.48,12.0,532.7,0.06,112.9,27.9,140.8,385.2,30.7,4.34,25.8,1275.9,0.22,387.3,63.9,451.2,13.81,0.0,0.0,13.81,14.72,0.0,0.0,14.72,1601225.8
MROEc,CT,2030,8,1625706.6,1471462.1,1508268.2,1648418.6,0.0363,0.0555,0.86,0.91,61.2,2.6,0.34,7.9,279.5,0.07,61.4,16.3,77.7,47.9,3.0,0.42,5.6,188.1,0.06,48.1,11.2,59.4,87.9,2.8,0.35,9.5,419.4,0.04,88.1,22.0,110.1,396.4,32.5,4.61,25.7,1285.0,0.22,398.7,64.1,462.7,13.9,0.0,0.0,13.9,14.81,0.0,0.0,14.81,1766110.2
MROEc,CT,2030,9,1640295.2,1499454.5,1486402.4,1643596.0,0.0367,0.0567,0.86,0.91,62.1,2.6,0.34,8.0,283.5,0.07,62.2,16.5,78.7,48.3,3.0,0.41,5.7,190.8,0.06,48.5,11.4,59.8,82.1,2.7,0.34,8.8,388.2,0.04,82.3,20.4,102.7,435.0,36.6,5.21,26.9,1377.5,0.24,437.5,68.0,505.5,14.61,0.0,0.0,14.61,15.64,0.0,0.0,15.64,1797380.0
MROEc,CT,2030,10,1642335.9,1521688.3,1447630.8,1595320.2,0.0371,0.0577,0.86,0.91,65.1,2.8,0.37,8.3,295.2,0.07,65.3,17.1,82.4,51.4,3.2,0.44,5.9,202.1,0.06,51.6,11.9,63.5,81.3,2.7,0.33,8.7,385.4,0.04,81.5,20.2,101.7,433.1,35.5,5.04,27.8,1402.5,0.24,435.5,69.7,505.1,15.15,0.0,0.0,15.15,16.28,0.0,0.0,16.28,1790563.8
MROEc,CT,2030,11,1650830.9,1540516.0,1454938.6,1596870.1,0.0375,0.0586,0.85,0.9,67.8,3.0,0.39,8.5,306.2,0.07,68.0,17.6,85.6,54.1,3.4,0.47,6.1,212.1,0.06,54.3,12.4,66.7,82.9,2.8,0.35,8.8,390.6,0.04,83.0,20.5,103.5,440.5,35.3,4.99,28.9,1453.1,0.24,442.9,72.2,515.2,15.77,0.0,0.0,15.77,16.95,0.0,0.0,16.95,1793217.6
MROEc,CT,2030,12,1674440.9,1552301.2,1461319.9,1612830.2,0.0377,0.0593,0.85,0.9,69.4,3.1,0.4,8.6,311.4,0.07,69.6,17.9,87.5,56.4,3.6,0.5,6.2,218.6,0.06,56.6,12.7,69.3,81.3,2.7,0.34,8.7,383.7,0.04,81.4,20.1,101.6,461.6,38.4,5.46,28.9,1476.3,0.25,464.2,73.0,537.2,16.09,1.06,0.0,17.14,17.34,1.19,0.0,18.52,1826120.2
MROEc,CT,2030,13,1681504.9,1548419.1,1529709.0,1701464.8,0.0378,0.0593,0.85,0.9,70.4,3.2,0.42,8.6,313.6,0.07,70.6,18.0,88.5,57.5,3.8,0.53,6.2,219.1,0.06,57.8,12.7,70.5,81.9,2.7,0.34,8.8,386.9,0.04,82.0,20.3,102.3,455.6,36.5,5.17,29.8,1497.1,0.25,458.1,74.5,532.6,16.37,1.54,0.0,17.91,17.68,1.73,0.0,19.41,1853675.8
MROEc,CT,2030,14,1672384.9,1550523.8,1591921.5,1750211.2,0.0379,0.0596,0.83,0.89,77.8,3.7,0.48,9.2,342.0,0.08,78.0,19.4,97.4,62.7,4.3,0.6,6.5,233.1,0.07,63.0,13.4,76.4,85.4,2.9,0.37,9.1,401.7,0.04,85.6,21.1,106.7,479.3,38.9,5.51,30.7,1564.8,0.25,482.0,77.4,559.3,17.18,2.45,0.0,19.63,18.58,2.75,0.0,21.33,1830740.6
MROEc,CT,2030,15,1661967.4,1569163.6,1605343.6,1682236.0,0.0381,0.0603,0.78,0.87,102.1,4.9,0.65,11.5,444.5,0.09,102.4,24.8,127.2,81.1,5.7,0.79,7.9,298.1,0.08,81.5,16.8,98.3,120.1,4.6,0.59,12.3,550.8,0.06,120.4,28.7,149.2,536.6,44.5,6.33,33.1,1718.2,0.28,539.6,84.4,624.0,19.77,4.91,0.0,24.69,21.25,5.41,0.0,26.65,1738002.6
MROEc,CT,2030,16,1689890.1,1607853.1,1525313.9,1456682.6,0.0386,0.0615,0.73,0.83,128.5,6.0,0.79,14.4,564.5,0.11,128.9,31.2,160.1,98.7,6.5,0.9,9.8,374.2,0.09,99.1,21.0,120.1,164.5,6.0,0.76,17.0,765.7,0.08,164.9,39.9,204.8,601.7,44.9,6.39,42.6,2014.9,0.35,604.7,102.7,707.5,25.24,25.07,0.0,50.31,26.98,27.21,0.0,54.19,1620894.1
MROEc,CT,2030,17,1715158.7,1635085.0,1338176.1,1127139.6,0.0388,0.0623,0.67,0.79,156.5,6.9,0.91,17.6,698.7,0.12,156.9,38.4,195.4,121.1,7.4,1.01,12.4,478.3,0.11,121.6,26.7,148.3,215.6,7.5,0.95,22.5,1014.4,0.1,216.0,52.8,268.8,662.8,32.8,4.77,64.8,2483.3,0.55,665.0,138.9,804.0,36.67,91.79,0.0,128.46,39.23,99.47,0.0,138.7,1503358.8
MROEc,CT,2030,18,1685912.7,1609265.0,1271721.2,914280.3,0.0382,0.0609,0.64,0.77,172.2,7.7,1.02,19.3,765.2,0.14,172.7,42.1,214.8,130.4,8.0,1.1,13.3,513.1,0.12,131.0,28.6,159.6,243.9,8.3,1.04,25.6,1154.1,0.11,244.4,60.1,304.5,632.8,34.8,4.95,57.3,2387.2,0.45,635.2,128.6,763.8,31.78,103.04,0.0,134.82,33.94,111.54,0.0,145.48,1327272.1
MROEc,CT,2030,19,1625888.4,1550600.5,1426994.5,1046205.5,0.0373,0.0585,0.64,0.79,169.4,7.8,1.03,19.0,747.2,0.14,169.9,41.3,211.2,121.5,8.0,1.11,12.1,461.0,0.12,122.1,25.8,147.9,240.2,8.9,1.13,24.7,1115.0,0.11,240.8,57.9,298.8,583.6,41.3,5.87,43.8,2006.5,0.36,586.4,103.7,690.1,24.19,45.03,0.0,69.22,25.76,48.6,0.0,74.36,1244212.4
MROEc,CT,2030,20,1543144.7,1470753.9,1510237.2,1136064.1,0.0363,0.0554,0.64,0.81,167.4,7.8,1.03,18.9,736.0,0.14,167.9,40.9,208.8,113.5,7.7,1.08,11.2,422.9,0.11,114.1,23.8,137.9,238.1,9.0,1.14,24.4,1100.8,0.11,238.7,57.2,295.9,572.9,43.5,6.21,39.9,1890.7,0.34,575.9,96.4,672.2,21.86,23.26,0.0,45.13,23.21,25.05,0.0,48.27,1168033.1
MROEc,CT,2030,21,1432575.3,1362097.5,1555832.1,1197601.4,0.0348,0.0512,0.64,0.82,167.8,7.7,1.02,19.2,741.2,0.15,168.3,41.4,209.7,106.2,7.3,1.02,10.6,394.3,0.11,106.7,22.4,129.1,248.2,9.8,1.27,25.1,1132.2,0.12,248.8,58.8,307.6,565.8,47.5,6.78,34.5,1772.7,0.3,569.0,87.4,656.5,20.11,7.02,0.0,27.13,21.29,7.55,0.0,28.85,1073846.2
MROEc,CT,2030,22,1335267.6,1259533.6,1550909.4,1207261.2,0.0336,0.0472,0.66,0.84,155.0,6.8,0.9,18.5,695.2,0.15,155.4,39.3,194.7,93.5,6.4,0.88,9.8,350.2,0.1,93.9,20.3,114.2,255.1,10.1,1.3,25.8,1164.4,0.12,255.8,60.6,316.3,505.8,43.2,6.15,30.3,1580.9,0.26,508.8,77.4,586.2,17.9,0.45,0.0,18.34,18.94,0.48,0.0,19.42,991559.2
MROEc,CT,2030,23,1278500.8,1185548.4,1536448.9,1188013.6,0.0328,0.0443,0.69,0.86,141.0,6.1,0.79,17.5,639.0,0.14,141.4,36.6,178.0,83.9,5.6,0.78,9.1,316.8,0.1,84.2,18.6,102.8,254.7,9.9,1.28,25.9,1167.4,0.12,255.3,60.7,316.0,433.6,34.8,4.93,28.2,1427.0,0.23,436.0,70.8,506.8,15.42,0.0,0.0,15.42,16.42,0.0,0.0,16.42,930791.2
MROEc,CT,2035,0,1292830.4,1178064.6,1400747.6,1051466.9,0.032,0.0411,0.73,0.87,116.7,4.7,0.61,15.3,539.5,0.13,117.1,31.4,148.4,67.8,4.0,0.55,8.4,275.3,0.09,68.1,16.6,84.7,274.8,14.2,1.92,24.6,1149.1,0.13,275.8,58.9,334.7,403.9,32.9,4.66,25.6,1314.3,0.21,406.1,64.8,471.0,13.78,0.0,0.0,13.78,14.83,0.0,0.0,14.83,944523.8
MROEc,CT,2035,1,1261213.6,1144340.5,1379884.0,1044206.6,0.0317,0.0399,0.74,0.88,113.3,4.5,0.57,15.1,527.6,0.13,113.6,30.8,144.4,65.1,3.7,0.51,8.3,267.7,0.09,65.3,16.3,81.7,273.6,13.9,1.86,24.7,1153.0,0.13,274.6,59.1,333.7,384.1,31.1,4.41,24.7,1254.8,0.2,386.2,62.1,448.3,13.37,0.0,0.0,13.37,14.36,0.0,0.0,14.36,926621.1
MROEc,CT,2035,2,1248402.2,1135432.4,1362608.0,1034310.9,0.0316,0.0395,0.74,0.88,114.0,4.5,0.57,15.2,531.2,0.13,114.2,31.0,145.3,65.0,3.7,0.5,8.4,268.9,0.09,65.3,16.4,81.7,276.1,14.0,1.88,25.0,1163.7,0.13,277.0,59.7,336.7,410.0,35.0,4.98,24.5,1281.9,0.21,412.4,62.7,475.1,13.28,0.0,0.0,13.28,14.2,0.0,0.0,14.2,921217.9
MROEc,CT,2035,3,1262094.8,1162899.4,1363241.5,1025898.0,0.0318,0.0405,0.73,0.87,116.4,4.7,0.6,15.3,539.9,0.13,116.8,31.4,148.2,66.1,3.8,0.52,8.4,271.1,0.09,66.4,16.5,82.8,276.6,14.1,1.9,24.9,1162.3,0.13,277.6,59.6,337.2,383.9,30.9,4.37,24.8,1261.6,0.2,386.0,62.4,448.4,13.44,0.0,0.0,13.44,14.35,0.0,0.0,14.35,925856.8
MROEc,CT,2035,4,1311857.2,1225892.2,1343621.4,1023818.2,0.0323,0.0428,0.74,0.87,115.3,4.7,0.61,14.9,531.5,0.13,115.6,30.8,146.4,67.9,3.9,0.54,8.4,278.3,0.09,68.2,16.8,85.0,252.7,13.0,1.75,22.6,1057.7,0.12,253.5,54.2,307.7,382.3,30.1,4.25,25.3,1277.5,0.2,384.4,63.4,447.8,13.71,0.0,0.0,13.71,14.6,0.0,0.0,14.6,993279.7
MROEc,CT,2035,5,1436308.5,1327414.4,1309190.9,1083347.0,0.0334,0.0465,0.79,0.88,92.6,3.8,0.49,11.9,425.7,0.1,92.8,24.7,117.5,61.0,3.4,0.46,7.7,253.2,0.08,61.2,15.2,76.5,200.9,10.5,1.43,17.9,834.1,0.1,201.6,42.8,244.3,394.8,32.3,4.59,24.9,1278.4,0.21,397.1,63.0,460.1,13.62,0.0,0.0,13.62,14.4,0.0,0.0,14.4,1211181.6
MROEc,CT,2035,6,1597334.4,1427667.8,1273331.2,1248473.2,0.0345,0.0502,0.85,0.9,68.5,2.9,0.37,8.8,313.7,0.08,68.7,18.2,86.9,53.5,3.0,0.41,6.7,221.1,0.07,53.7,13.3,67.0,167.5,8.6,1.16,15.0,699.6,0.08,168.0,35.9,203.9,382.0,31.4,4.46,24.1,1232.1,0.2,384.1,60.8,445.0,12.81,0.0,0.0,12.81,13.62,0.0,0.0,13.62,1572888.5
MROEc,CT,2035,7,1720500.9,1503311.8,1258231.8,1431558.4,0.0354,0.053,0.88,0.91,50.9,2.1,0.27,6.8,234.8,0.06,51.0,13.8,64.8,44.0,2.4,0.33,5.6,184.3,0.06,44.2,11.1,55.3,123.2,5.6,0.75,11.7,535.8,0.06,123.5,27.7,151.2,330.6,26.0,3.68,22.2,1104.8,0.18,332.3,55.2,387.5,11.81,0.0,0.0,11.81,12.66,0.0,0.0,12.66,1893519.6
MROEc,CT,2035,8,1807296.2,1551299.9,1287768.5,1604133.1,0.036,0.0548,0.9,0.93,44.3,1.8,0.24,5.9,204.4,0.05,44.4,12.0,56.5,38.5,2.1,0.29,5.0,160.6,0.05,38.6,9.8,48.4,99.3,4.1,0.54,9.8,443.8,0.05,99.5,23.1,122.6,374.9,32.5,4.63,22.4,1159.0,0.21,377.1,57.0,434.1,12.01,0.0,0.0,12.01,12.83,0.0,0.0,12.83,2124016.2
MROEc,CT,2035,9,1822614.0,1582401.4,1275116.1,1611352.1,0.0364,0.0559,0.9,0.93,44.2,1.8,0.23,5.9,204.0,0.05,44.3,12.0,56.3,38.2,2.1,0.28,5.0,161.3,0.05,38.4,9.8,48.2,94.6,4.0,0.53,9.3,419.4,0.05,94.9,21.8,116.6,378.3,31.1,4.41,23.9,1221.5,0.2,380.4,60.4,440.8,12.6,0.0,0.0,12.6,13.51,0.0,0.0,13.51,2159323.5
MROEc,CT,2035,10,1799021.5,1613075.1,1246744.9,1589135.4,0.0369,0.0572,0.9,0.92,45.4,1.8,0.24,6.1,209.9,0.05,45.5,12.4,57.8,39.4,2.1,0.29,5.1,166.7,0.05,39.5,10.1,49.6,92.4,3.9,0.52,9.1,410.5,0.05,92.7,21.3,114.0,410.4,35.1,5.0,24.7,1282.1,0.22,412.8,63.0,475.8,13.01,0.0,0.0,13.01,14.05,0.0,0.0,14.05,2141993.8
MROEc,CT,2035,11,1794462.3,1643785.1,1233799.9,1574761.2,0.0374,0.0585,0.89,0.92,46.6,1.9,0.24,6.2,215.2,0.05,46.7,12.6,59.3,40.6,2.2,0.29,5.2,171.7,0.05,40.7,10.4,51.1,94.2,4.1,0.54,9.2,415.0,0.05,94.5,21.5,116.0,404.8,33.5,4.75,25.4,1300.5,0.22,407.1,64.2,471.3,13.43,0.0,0.0,13.43,14.55,0.0,0.0,14.55,2135942.5
MROEc,CT,2035,12,1829846.9,1665734.4,1229085.8,1569327.6,0.0377,0.0594,0.89,0.92,46.3,1.9,0.24,6.2,214.0,0.05,46.5,12.6,59.0,41.5,2.2,0.3,5.3,175.4,0.05,41.6,10.5,52.2,93.7,4.0,0.53,9.2,415.3,0.05,93.9,21.6,115.5,436.1,38.4,5.49,25.3,1320.2,0.24,438.7,64.7,503.4,13.58,0.0,0.0,13.58,14.74,0.0,0.0,14.74,2170411.0
MROEc,CT,2035,13,1853865.9,1662848.1,1293216.2,1652549.2,0.0378,0.0595,0.89,0.92,46.9,1.9,0.25,6.2,215.1,0.05,47.0,12.6,59.6,41.8,2.3,0.32,5.2,173.5,0.05,41.9,10.4,52.3,95.7,4.0,0.53,9.4,426.1,0.05,96.0,22.1,118.1,392.7,31.6,4.48,25.6,1280.9,0.22,394.9,63.9,458.7,13.65,0.0,0.0,13.65,14.92,0.0,0.0,14.92,2213428.5
MROEc,CT,2035,14,1832622.9,1672076.9,1371512.2,1710582.4,0.038,0.06,0.88,0.92,52.7,2.3,0.3,6.7,239.4,0.06,52.9,13.9,66.7,45.2,2.7,0.37,5.4,182.7,0.06,45.4,10.9,56.3,100.6,4.4,0.58,9.8,444.2,0.05,100.9,23.1,124.0,423.1,34.3,4.86,27.1,1381.6,0.22,425.5,68.3,493.8,14.51,0.0,0.0,14.51,15.86,0.0,0.0,15.86,2171492.8
MROEc,CT,2035,15,1817436.0,1710944.7,1444599.6,1642607.4,0.0385,0.0614,0.84,0.89,74.7,3.4,0.45,8.9,332.3,0.07,74.9,18.8,93.7,63.0,3.9,0.54,6.9,246.4,0.07,63.2,14.2,77.4,134.3,6.9,0.93,12.1,560.7,0.07,134.8,28.9,163.6,479.9,39.8,5.66,30.1,1528.8,0.26,482.6,75.7,558.3,17.64,1.69,0.0,19.33,19.04,1.83,0.0,20.87,2013922.0
MROEc,CT,2035,16,1865220.1,1775788.1,1391586.6,1416030.2,0.0393,0.0635,0.79,0.85,99.0,4.4,0.57,11.5,443.0,0.09,99.3,24.7,124.0,79.6,4.6,0.63,8.8,322.2,0.08,80.0,18.4,98.4,180.8,8.7,1.16,16.8,775.3,0.09,181.4,39.9,221.3,557.7,40.2,5.71,40.6,1916.3,0.32,560.5,97.8,658.3,23.09,29.04,0.0,52.13,24.74,31.44,0.0,56.18,1889282.6
MROEc,CT,2035,17,1906010.8,1817976.2,1222364.9,1058313.8,0.0397,0.0648,0.73,0.81,125.9,5.3,0.69,14.5,571.6,0.1,126.2,31.6,157.8,102.9,5.5,0.74,11.5,432.1,0.1,103.3,24.4,127.7,230.4,10.2,1.34,22.2,1017.6,0.11,231.1,52.5,283.6,629.9,30.6,4.43,62.0,2394.3,0.51,632.0,133.5,765.5,32.58,122.55,0.0,155.13,34.96,133.1,0.0,168.05,1740762.6
MROEc,CT,2035,18,1853482.9,1770220.8,1231608.9,869464.6,0.0388,0.0626,0.7,0.8,141.3,6.0,0.78,16.3,640.3,0.12,141.7,35.5,177.2,109.9,5.9,0.8,12.2,458.3,0.11,110.3,25.9,136.1,262.5,11.9,1.57,25.0,1151.9,0.12,263.3,59.4,322.7,590.2,32.2,4.66,55.1,2155.9,0.47,592.4,119.5,711.9,27.35,136.86,0.0,164.22,29.27,148.32,0.0,177.59,1489500.2
MROEc,CT,2035,19,1750620.8,1671567.2,1367369.1,973589.2,0.0374,0.0589,0.7,0.82,138.3,6.1,0.79,16.1,620.7,0.12,138.7,34.6,173.4,100.0,5.9,0.81,10.9,401.6,0.1,100.4,22.9,123.3,260.6,12.8,1.72,23.9,1109.0,0.13,261.4,57.0,318.5,539.8,37.8,5.38,40.7,1864.1,0.33,542.4,96.3,638.7,21.82,54.26,0.0,76.08,23.25,58.61,0.0,81.86,1355178.8
MROEc,CT,2035,20,1648041.6,1572319.5,1420737.4,1025456.7,0.0362,0.0554,0.7,0.83,139.1,6.2,0.81,16.3,622.1,0.12,139.5,34.9,174.4,95.7,5.9,0.82,10.3,376.5,0.1,96.1,21.5,117.6,260.0,13.6,1.83,23.3,1083.6,0.13,260.9,55.6,316.5,551.8,44.9,6.37,34.6,1792.2,0.28,554.9,88.1,643.0,20.21,25.62,0.0,45.83,21.47,27.59,0.0,49.05,1251431.8
MROEc,CT,2035,21,1522898.1,1446418.8,1473732.1,1072319.6,0.0347,0.0508,0.68,0.84,144.3,6.4,0.84,17.1,646.1,0.13,144.7,36.4,181.1,91.4,5.8,0.8,9.8,354.6,0.1,91.8,20.4,112.2,266.4,14.4,1.95,23.5,1095.4,0.13,267.4,56.1,323.5,523.2,42.5,6.07,33.5,1664.3,0.29,526.1,83.2,609.3,18.83,8.77,0.0,27.6,19.99,9.43,0.0,29.43,1120679.9
